source_path,relative_path,basename,category,book_container,status,has_output,num_outputs,matched_outputs,notes
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000016.jpg,ftp/PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000016.jpg,00000016,PROTOCOLLO DENUNCE,1 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000016.csv (csv, 2026-01-22 10:40:53)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000017.jpg,ftp/PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000017.jpg,00000017,PROTOCOLLO DENUNCE,1 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000017.csv (csv, 2026-01-22 10:40:53)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000018.jpg,ftp/PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000018.jpg,00000018,PROTOCOLLO DENUNCE,1 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000018.csv (csv, 2026-01-22 10:40:53)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000019.jpg,ftp/PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000019.jpg,00000019,PROTOCOLLO DENUNCE,1 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000019.csv (csv, 2026-01-22 10:40:53)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000020.jpg,ftp/PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000020.jpg,00000020,PROTOCOLLO DENUNCE,1 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000020.csv (csv, 2026-01-12 19:54:27)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000021.jpg,ftp/PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000021.jpg,00000021,PROTOCOLLO DENUNCE,1 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000021.csv (csv, 2026-01-22 10:40:53)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000022.jpg,ftp/PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000022.jpg,00000022,PROTOCOLLO DENUNCE,1 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000022.csv (csv, 2026-01-12 19:55:39)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000023.jpg,ftp/PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000023.jpg,00000023,PROTOCOLLO DENUNCE,1 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000023.csv (csv, 2026-01-22 10:40:53)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000024.jpg,ftp/PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000024.jpg,00000024,PROTOCOLLO DENUNCE,1 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000024.csv (csv, 2026-01-22 10:40:53)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000025.jpg,ftp/PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000025.jpg,00000025,PROTOCOLLO DENUNCE,1 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000025.csv (csv, 2026-01-22 10:40:53)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000026.jpg,ftp/PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000026.jpg,00000026,PROTOCOLLO DENUNCE,1 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000026.csv (csv, 2026-01-12 20:04:13)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000027.jpg,ftp/PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000027.jpg,00000027,PROTOCOLLO DENUNCE,1 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000027.csv (csv, 2026-01-22 10:40:53)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000028.jpg,ftp/PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000028.jpg,00000028,PROTOCOLLO DENUNCE,1 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000028.csv (csv, 2026-01-12 20:05:57)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000029.jpg,ftp/PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000029.jpg,00000029,PROTOCOLLO DENUNCE,1 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000029.csv (csv, 2026-01-12 20:10:45)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000030.jpg,ftp/PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000030.jpg,00000030,PROTOCOLLO DENUNCE,1 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000030.csv (csv, 2026-01-12 20:11:29)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000031.jpg,ftp/PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000031.jpg,00000031,PROTOCOLLO DENUNCE,1 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000031.csv (csv, 2026-01-22 10:40:53)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000032.jpg,ftp/PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000032.jpg,00000032,PROTOCOLLO DENUNCE,1 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000032.csv (csv, 2026-01-12 20:12:54)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000033.jpg,ftp/PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000033.jpg,00000033,PROTOCOLLO DENUNCE,1 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000033.csv (csv, 2026-01-12 20:13:24)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000038.jpg,ftp/PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000038.jpg,00000038,PROTOCOLLO DENUNCE,1 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000038.csv (csv, 2026-01-22 10:40:53)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000039.jpg,ftp/PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000039.jpg,00000039,PROTOCOLLO DENUNCE,1 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000039.csv (csv, 2026-01-12 20:14:38)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000040.jpg,ftp/PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000040.jpg,00000040,PROTOCOLLO DENUNCE,1 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000040.csv (csv, 2026-01-22 10:40:53)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000041.jpg,ftp/PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000041.jpg,00000041,PROTOCOLLO DENUNCE,1 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000041.csv (csv, 2026-01-12 20:15:40)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000042.jpg,ftp/PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000042.jpg,00000042,PROTOCOLLO DENUNCE,1 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000042.csv (csv, 2026-01-22 10:40:53)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000043.jpg,ftp/PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000043.jpg,00000043,PROTOCOLLO DENUNCE,1 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000043.csv (csv, 2026-01-22 10:40:53)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000044.jpg,ftp/PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000044.jpg,00000044,PROTOCOLLO DENUNCE,1 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000044.csv (csv, 2026-01-22 10:40:53)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000045.jpg,ftp/PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000045.jpg,00000045,PROTOCOLLO DENUNCE,1 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000045.csv (csv, 2026-01-22 10:40:53)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000046.jpg,ftp/PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000046.jpg,00000046,PROTOCOLLO DENUNCE,1 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000046.csv (csv, 2026-01-12 20:18:13)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000047.jpg,ftp/PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000047.jpg,00000047,PROTOCOLLO DENUNCE,1 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000047.csv (csv, 2026-01-12 20:18:48)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000048.jpg,ftp/PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000048.jpg,00000048,PROTOCOLLO DENUNCE,1 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000048.csv (csv, 2026-01-22 10:40:53)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000049.jpg,ftp/PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000049.jpg,00000049,PROTOCOLLO DENUNCE,1 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000049.csv (csv, 2026-01-22 10:40:53)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000050.jpg,ftp/PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000050.jpg,00000050,PROTOCOLLO DENUNCE,1 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000050.csv (csv, 2026-01-22 10:40:53)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000051.jpg,ftp/PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000051.jpg,00000051,PROTOCOLLO DENUNCE,1 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000051.csv (csv, 2026-01-22 10:40:53)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000052.jpg,ftp/PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000052.jpg,00000052,PROTOCOLLO DENUNCE,1 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000052.csv (csv, 2026-01-12 20:21:32)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000053.jpg,ftp/PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000053.jpg,00000053,PROTOCOLLO DENUNCE,1 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000053.csv (csv, 2026-01-22 10:40:53)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000054.jpg,ftp/PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000054.jpg,00000054,PROTOCOLLO DENUNCE,1 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000054.csv (csv, 2026-01-12 20:22:37)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000055.jpg,ftp/PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000055.jpg,00000055,PROTOCOLLO DENUNCE,1 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000055.csv (csv, 2026-01-22 10:40:53)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000056.jpg,ftp/PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000056.jpg,00000056,PROTOCOLLO DENUNCE,1 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000056.csv (csv, 2026-01-22 10:40:53)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000057.jpg,ftp/PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000057.jpg,00000057,PROTOCOLLO DENUNCE,1 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000057.csv (csv, 2026-01-22 10:40:53)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000058.jpg,ftp/PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000058.jpg,00000058,PROTOCOLLO DENUNCE,1 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000058.csv (csv, 2026-01-12 20:24:56)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000059.jpg,ftp/PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000059.jpg,00000059,PROTOCOLLO DENUNCE,1 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000059.csv (csv, 2026-01-22 10:40:53)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000060.jpg,ftp/PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000060.jpg,00000060,PROTOCOLLO DENUNCE,1 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000060.csv (csv, 2026-01-22 10:40:53)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000061.jpg,ftp/PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000061.jpg,00000061,PROTOCOLLO DENUNCE,1 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000061.csv (csv, 2026-01-12 20:32:56)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000062.jpg,ftp/PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000062.jpg,00000062,PROTOCOLLO DENUNCE,1 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000062.csv (csv, 2026-01-12 20:33:26)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000063.jpg,ftp/PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000063.jpg,00000063,PROTOCOLLO DENUNCE,1 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000063.csv (csv, 2026-01-12 20:33:58)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000064.jpg,ftp/PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000064.jpg,00000064,PROTOCOLLO DENUNCE,1 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000064.csv (csv, 2026-01-12 20:34:27)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000065.jpg,ftp/PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000065.jpg,00000065,PROTOCOLLO DENUNCE,1 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000065.csv (csv, 2026-01-12 20:36:53)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000066.jpg,ftp/PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000066.jpg,00000066,PROTOCOLLO DENUNCE,1 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000066.csv (csv, 2026-01-22 10:40:53)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000067.jpg,ftp/PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000067.jpg,00000067,PROTOCOLLO DENUNCE,1 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000067.csv (csv, 2026-01-12 20:38:03)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000068.jpg,ftp/PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000068.jpg,00000068,PROTOCOLLO DENUNCE,1 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000068.csv (csv, 2026-01-22 10:40:53)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000069.jpg,ftp/PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000069.jpg,00000069,PROTOCOLLO DENUNCE,1 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000069.csv (csv, 2026-01-22 10:40:53)",
/home/etienne/python/runpod-llama.cpp/FabioTestOcr/data/ftp/PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000070.jpg,ftp/PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000070.jpg,00000070,PROTOCOLLO DENUNCE,1 protocollo denunce CA,ELABORATED,True,1,"PROTOCOLLO DENUNCE/1 protocollo denunce CA/00000070.csv (csv, 2026-01-22 10:40:53)",
